Unnamed: 0_level_0 Rk,Unnamed: 1_level_0 Player,Unnamed: 2_level_0 Nation,Unnamed: 3_level_0 Pos,Unnamed: 4_level_0 Squad,Unnamed: 5_level_0 Comp,Unnamed: 6_level_0 Age,Unnamed: 7_level_0 Born,Unnamed: 8_level_0 90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Unnamed: 21_level_0 Int,Unnamed: 22_level_0 Tkl+Int,Unnamed: 23_level_0 Clr,Unnamed: 24_level_0 Err,Unnamed: 25_level_0 Matches
2244,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25,1999,12.2,18,8,14,3,1,11,28,39.3,17,12,5,7,4,22,35,0,Matches
2245,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25,1999,3.3,10,9,8,1,1,6,9,66.7,3,2,2,0,5,15,16,0,Matches
2246,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22,2002,34.6,43,22,15,15,13,24,47,51.1,23,26,7,19,6,49,20,2,Matches
2247,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,2002,10.7,16,10,4,10,2,9,11,81.8,2,9,1,8,6,22,2,0,Matches
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,29.7,48,29,20,26,2,22,27,81.5,5,33,17,16,26,74,118,1,Matches
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches
2250,Carlos Romero,es ESP,DF,Espanyol,es La Liga,22,2001,28.4,73,47,49,16,8,45,82,54.9,37,50,15,35,30,103,102,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,15.7,35,29,26,8,1,21,30,70.0,9,18,3,15,21,56,57,2,Matches
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,24.0,13,7,4,4,5,3,16,18.8,13,18,1,17,7,20,27,0,Matches
2253,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,2004,2.2,4,4,1,1,2,2,3,66.7,1,2,0,2,1,5,0,0,Matches
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,15.1,38,25,14,19,5,14,26,53.8,12,22,8,14,12,50,20,4,Matches
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,17.4,50,28,14,31,5,27,43,62.8,16,30,9,21,33,83,28,5,Matches
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,34.0,74,48,32,38,4,30,66,45.5,36,40,7,33,47,121,67,1,Matches
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19,2005,13.7,11,6,1,6,4,1,5,20.0,4,5,0,5,7,18,4,0,Matches
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,19.7,30,20,6,19,5,11,20,55.0,9,19,11,8,31,61,43,2,Matches
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,2002,19.3,47,35,25,16,6,32,47,68.1,15,28,9,19,19,66,71,3,Matches
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,13.9,27,17,17,10,0,14,19,73.7,5,17,9,8,7,34,65,0,Matches
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,1996,28.8,72,52,48,16,8,43,68,63.2,25,40,15,25,52,124,149,2,Matches
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,2004,18.6,45,28,27,15,3,29,51,56.9,22,41,5,36,18,63,57,1,Matches
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,10.8,12,8,10,2,0,4,4,100.0,0,13,11,2,8,20,65,0,Matches
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,13.5,15,11,10,3,2,10,15,66.7,5,18,9,9,19,34,63,1,Matches
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,2.3,4,1,1,3,0,0,1,0.0,1,2,0,2,3,7,2,0,Matches
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,1.5,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,7,0,Matches
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,30.2,84,50,39,38,7,41,79,51.9,38,19,4,15,47,131,46,3,Matches
2268,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,9.0,15,11,5,4,6,6,14,42.9,8,4,1,3,2,17,4,0,Matches
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,37.8,39,31,19,19,1,16,25,64.0,9,43,26,17,27,66,179,2,Matches
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,25.5,20,13,14,6,0,11,15,73.3,4,22,14,8,9,29,96,1,Matches
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,19.5,39,24,15,14,10,25,39,64.1,14,30,4,26,22,61,50,1,Matches
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,14.6,32,23,22,4,6,25,47,53.2,22,20,5,15,14,46,40,1,Matches
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,15.0,6,2,2,2,2,2,5,40.0,3,7,2,5,5,11,7,0,Matches
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,0.2,0,0,0,0,0,0,0,,0,2,1,1,1,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,21.4,37,24,13,15,9,21,47,44.7,26,25,3,22,16,53,27,1,Matches
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34.0,4,3,4,0,0,4,8,50.0,4,1,0,1,1,5,25,3,Matches
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,18.4,39,15,13,18,8,14,36,38.9,22,20,3,17,10,49,13,2,Matches
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14.0,1,0,1,0,0,1,2,50.0,1,0,0,0,1,2,2,2,Matches
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,25.1,46,30,26,13,7,25,44,56.8,19,29,2,27,22,68,26,1,Matches
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,22,2,Matches
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0,2,15,1,Matches
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,10.0,20,13,7,8,5,10,20,50.0,10,14,0,14,3,23,1,0,Matches
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,17.6,40,25,21,15,4,24,32,75.0,8,21,4,17,13,53,40,0,Matches
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,7.3,14,7,7,4,3,5,8,62.5,3,2,0,2,3,17,4,0,Matches
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,22.9,58,31,27,25,6,20,52,38.5,32,28,7,21,22,80,65,0,Matches
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,18.0,29,19,7,15,7,16,27,59.3,11,19,6,13,10,39,29,1,Matches
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,13.7,14,8,9,4,1,9,19,47.4,10,17,7,10,13,27,21,0,Matches
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,9.2,10,5,3,5,2,4,6,66.7,2,7,0,7,1,11,7,0,Matches
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,2.5,2,1,1,1,0,1,2,50.0,1,3,1,2,1,3,2,0,Matches
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,15.4,33,20,22,7,4,18,35,51.4,17,12,1,11,9,42,8,1,Matches
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,Matches
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,18.8,37,23,18,18,1,11,20,55.0,9,26,17,9,25,62,161,0,Matches
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,9.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,Matches
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,23.8,57,35,38,16,3,26,44,59.1,18,24,13,11,29,86,110,5,Matches
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,1.6,2,2,1,1,0,1,1,100.0,0,1,0,1,3,5,4,0,Matches
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,14.4,13,9,4,4,5,3,8,37.5,5,14,1,13,7,20,8,1,Matches
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,10.1,16,11,3,10,3,6,13,46.2,7,6,0,6,2,18,2,0,Matches
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,11.3,24,11,16,4,4,16,33,48.5,17,16,4,12,12,36,33,1,Matches
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,19.2,29,15,9,11,9,13,24,54.2,11,22,0,22,3,32,8,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,2.9,9,6,5,3,1,5,8,62.5,3,2,0,2,1,10,9,0,Matches
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25,1999,0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0,Matches
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,2001,4.0,4,2,1,1,2,1,6,16.7,5,2,0,2,2,6,0,0,Matches
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,37.5,21,11,7,5,9,8,17,47.1,9,12,0,12,9,30,5,0,Matches
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22,2002,1.7,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,2,Matches
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,4.1,3,2,0,2,1,0,3,0.0,3,2,1,1,1,4,0,0,Matches
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18,2005,0.5,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,0,0,Matches
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,24.9,47,28,24,16,7,27,46,58.7,19,26,14,12,32,79,146,0,Matches
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27,1996,25.7,46,22,24,18,4,25,49,51.0,24,38,8,30,20,66,62,0,Matches
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,33.8,62,37,37,23,2,21,28,75.0,7,25,15,10,21,83,119,7,Matches
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,11.4,28,18,16,11,1,13,16,81.3,3,10,8,2,16,44,54,2,Matches
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,0.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0,Matches
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,8.9,14,7,9,4,1,10,13,76.9,3,12,8,4,10,24,59,0,Matches
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,13.0,21,15,5,7,9,12,25,48.0,13,9,1,8,2,23,6,0,Matches
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,3.2,5,5,1,2,2,2,4,50.0,2,4,2,2,5,10,5,0,Matches
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28,1995,0.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0,Matches
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,1995,12.8,13,9,4,4,5,3,14,21.4,11,8,0,8,6,19,14,0,Matches
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17.0,2,1,2,0,0,1,2,50.0,1,0,0,0,0,2,12,3,Matches
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,2,Matches
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,16.3,22,15,10,9,3,10,14,71.4,4,13,1,12,9,31,24,3,Matches
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,4.3,14,10,3,6,5,11,11,100.0,0,3,0,3,2,16,5,0,Matches
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,8.1,8,2,3,3,2,2,9,22.2,7,4,1,3,0,8,4,0,Matches
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,14.6,3,3,1,1,1,1,4,25.0,3,6,1,5,1,4,13,0,Matches
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,18.0,13,8,6,6,1,5,14,35.7,9,10,0,10,5,18,6,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,4.9,3,1,0,2,1,1,7,14.3,6,5,0,5,4,7,1,1,Matches
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,15.5,28,16,16,8,4,14,36,38.9,22,16,2,14,18,46,36,1,Matches
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,15.6,37,20,18,10,9,12,27,44.4,15,18,3,15,14,51,10,0,Matches
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,22.5,26,16,19,6,1,17,26,65.4,9,39,28,11,22,48,111,3,Matches
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,19.1,50,34,28,15,7,35,59,59.3,24,27,2,25,17,67,19,0,Matches
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,29.3,83,56,40,33,10,41,69,59.4,28,51,12,39,30,113,76,1,Matches
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32.0,0,0,0,0,0,0,1,0.0,1,0,0,0,2,2,24,10,Matches
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,19.6,13,7,3,3,7,5,12,41.7,7,11,0,11,2,15,8,2,Matches
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,15.6,33,17,16,15,2,10,23,43.5,13,16,7,9,23,56,44,3,Matches
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,5.0,15,6,5,8,2,4,4,100.0,0,5,1,4,5,20,8,0,Matches
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,18.2,23,15,4,8,11,12,23,52.2,11,8,0,8,7,30,3,0,Matches
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,13.8,25,16,11,14,0,10,17,58.8,7,11,5,6,21,46,65,3,Matches
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26,1997,6.6,28,14,8,17,3,8,17,47.1,9,10,4,6,6,34,13,1,Matches
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,12.9,16,9,6,6,4,9,12,75.0,3,8,4,4,8,24,23,0,Matches
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,8.4,5,0,1,4,0,2,7,28.6,5,1,0,1,1,6,2,1,Matches
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,33.8,61,36,22,31,8,25,52,48.1,27,66,14,52,65,126,56,1,Matches
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,2.6,6,3,2,4,0,1,3,33.3,2,3,0,3,4,10,2,0,Matches
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,10.3,20,10,10,7,3,13,22,59.1,9,14,3,11,18,38,19,1,Matches
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,5.4,11,4,7,3,1,6,11,54.5,5,10,4,6,12,23,7,0,Matches
2346,Yellu Santiago,es ESP,MF,Getafe,es La Liga,20,2004,4.1,14,8,6,8,0,5,10,50.0,5,6,2,4,1,15,3,0,Matches
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,31.7,110,74,47,51,12,51,87,58.6,36,46,14,32,32,142,67,1,Matches
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21,2003,8.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,2,Matches
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,4.5,12,7,4,5,3,6,9,66.7,3,2,0,2,2,14,4,0,Matches
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,9.0,16,8,4,8,4,10,16,62.5,6,10,0,10,4,20,7,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,21.2,22,12,3,8,11,5,10,50.0,5,18,3,15,3,25,14,0,Matches
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,30.1,22,10,10,9,3,8,25,32.0,17,27,8,19,9,31,40,0,Matches
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,15.4,21,13,12,6,3,16,27,59.3,11,18,9,9,22,43,63,3,Matches
2355,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,26.3,37,21,24,11,2,16,24,66.7,8,26,20,6,25,62,117,3,Matches
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23,2001,1.0,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0,Matches
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,2,Matches
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,26.3,29,25,7,16,6,18,43,41.9,25,16,1,15,15,44,21,4,Matches
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,19.6,23,17,5,10,8,10,19,52.6,9,14,2,12,6,29,9,1,Matches
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,19.2,29,13,19,9,1,13,25,52.0,12,12,3,9,11,40,38,0,Matches
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,28.6,45,32,25,18,2,27,46,58.7,19,35,11,24,16,61,86,2,Matches
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,3.0,8,4,5,3,0,5,9,55.6,4,0,0,0,4,12,7,0,Matches
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,7.4,21,11,17,3,1,14,22,63.6,8,14,2,12,11,32,26,0,Matches
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,0.4,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,25.5,39,25,17,10,12,13,23,56.5,10,19,4,15,5,44,34,0,Matches
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,17.0,52,26,23,24,5,25,41,61.0,16,33,6,27,22,74,36,0,Matches
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,32.6,36,21,16,18,2,14,35,40.0,21,38,25,13,45,81,138,3,Matches
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,18.7,6,5,1,3,2,1,5,20.0,4,9,1,8,4,10,17,1,Matches
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,2.7,2,0,1,1,0,1,2,50.0,1,1,0,1,0,2,4,0,Matches
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,12.5,27,16,18,7,2,12,19,63.2,7,18,9,9,14,41,25,5,Matches
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,2.0,4,2,2,1,1,3,7,42.9,4,7,0,7,0,4,3,0,Matches
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,14.4,19,17,9,9,1,12,16,75.0,4,13,6,7,15,34,73,1,Matches
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,22.0,38,24,21,16,1,27,45,60.0,18,31,15,16,22,60,79,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2376,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,1.1,2,0,1,0,1,0,3,0.0,3,6,0,6,0,2,2,0,Matches
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,31.5,43,25,10,22,11,24,51,47.1,27,42,3,39,11,54,9,2,Matches
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,2.3,6,4,1,5,0,4,7,57.1,3,0,0,0,1,7,4,0,Matches
2379,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,29.8,56,30,19,27,10,20,58,34.5,38,38,6,32,43,99,95,1,Matches
2380,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,3.4,6,5,2,2,2,2,8,25.0,6,12,8,4,0,6,17,0,Matches
2381,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,Matches
2382,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,1998,12.8,17,12,10,5,2,7,18,38.9,11,13,1,12,5,22,9,1,Matches
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,8.4,27,14,11,8,8,19,42,45.2,23,17,4,13,10,37,15,0,Matches
2384,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,8,2,Matches
2385,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
2386,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,2003,2.1,3,2,1,1,1,2,3,66.7,1,2,0,2,0,3,4,0,Matches
2387,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32,1991,6.6,18,10,7,11,0,8,10,80.0,2,2,1,1,10,28,24,1,Matches
2388,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
2389,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24,2000,8.9,22,18,14,6,2,12,15,80.0,3,13,6,7,14,36,17,0,Matches
2390,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23,2001,23.2,53,31,19,29,5,25,50,50.0,25,43,10,33,31,84,76,2,Matches
2391,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,21,2002,9.9,9,7,6,2,1,7,17,41.2,10,22,11,11,5,14,51,1,Matches
2392,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,32,1992,38.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,26,1,Matches
2393,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,30,1993,32.1,62,36,32,21,9,34,57,59.6,23,32,10,22,23,85,104,3,Matches
2394,Antoine Semenyo,gh GHA,FW,Bournemouth,eng Premier League,24,2000,35.6,55,35,17,25,13,16,43,37.2,27,67,9,58,11,66,39,2,Matches
2395,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23,2001,2.5,8,3,5,2,1,6,12,50.0,6,6,2,4,7,15,12,0,Matches
2396,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,12.3,39,21,23,14,2,14,31,45.2,17,16,7,9,14,53,58,0,Matches
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,3.0,8,5,4,4,0,5,6,83.3,1,4,2,2,3,11,3,1,Matches
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,15.3,35,22,12,19,4,10,26,38.5,16,19,4,15,8,43,21,0,Matches
2399,Sergi,es ESP,DF,Leganés,es La Liga,32,1992,32.9,40,29,22,16,2,18,32,56.3,14,38,29,9,39,79,185,2,Matches
2400,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,21,2003,1.2,1,1,0,1,0,1,3,33.3,2,4,0,4,1,2,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
